station_id,date,latitude,longitude,temperature,humidity
QC_AWS_003,2025-01-29,14.628,121.0585,27.7,79.9
QC_AWS_003,2025-01-30,14.628,121.0585,28.6,84.5
QC_AWS_004,2025-01-01,14.701,121.068,27.5,81.2
QC_AWS_004,2025-01-02,14.701,121.068,27.8,83.6
QC_AWS_004,2025-01-03,14.701,121.068,28.1,79.4
QC_AWS_004,2025-01-04,14.701,121.068,29.3,83.95
QC_AWS_004,2025-01-05,14.701,121.068,30.0,88.5
QC_AWS_004,2025-01-06,14.701,121.068,28.8,84.9
QC_AWS_004,2025-01-07,14.701,121.068,27.3,83.5
QC_AWS_004,2025-01-08,14.701,121.068,28.5,82.1
QC_AWS_004,2025-01-09,14.701,121.068,29.15,84.3
QC_AWS_004,2025-01-10,14.701,121.068,29.8,86.9
QC_AWS_004,2025-01-11,14.701,121.068,30.2,88.2
QC_AWS_004,2025-01-12,14.701,121.068,28.4,84.15
QC_AWS_004,2025-01-13,14.701,121.068,27.6,80.1
QC_AWS_004,2025-01-14,14.701,121.068,29.0,82.7
QC_AWS_004,2025-01-15,14.701,121.068,29.65,85.4
QC_AWS_004,2025-01-16,14.701,121.068,30.3,87.8
QC_AWS_004,2025-01-17,14.701,121.068,28.6,84.4
QC_AWS_004,2025-01-18,14.701,121.068,27.8,83.2
QC_AWS_004,2025-01-19,14.701,121.068,28.7,82.0
QC_AWS_004,2025-01-20,14.701,121.068,29.299999999999997,84.6
QC_AWS_004,2025-01-21,14.701,121.068,29.9,87.1
QC_AWS_004,2025-01-22,14.701,121.068,30.4,88.7
QC_AWS_004,2025-01-23,14.701,121.068,28.3,84.6
QC_AWS_004,2025-01-24,14.701,121.068,27.5,80.5
QC_AWS_004,2025-01-25,14.701,121.068,28.9,83.1
QC_AWS_004,2025-01-26,14.701,121.068,29.5,85.7
QC_AWS_004,2025-01-27,14.701,121.068,30.1,87.4
QC_AWS_004,2025-01-28,14.701,121.068,28.7,83.9
QC_AWS_004,2025-01-29,14.701,121.068,27.4,84.35
QC_AWS_004,2025-01-30,14.701,121.068,28.8,84.8
QC_AWS_005,2025-01-01,14.6395,121.032,28.8,84.5
QC_AWS_005,2025-01-02,14.6395,121.032,27.9,81.85
QC_AWS_005,2025-01-03,14.6395,121.032,28.65,79.2
QC_AWS_005,2025-01-04,14.6395,121.032,29.4,85.8
QC_AWS_005,2025-01-05,14.6395,121.032,30.3,89.0
QC_AWS_005,2025-01-06,14.6395,121.032,28.5,83.8
QC_AWS_005,2025-01-07,14.6395,121.032,27.4,78.6
QC_AWS_005,2025-01-08,14.6395,121.032,28.25,81.3
QC_AWS_005,2025-01-09,14.6395,121.032,29.1,84.1
QC_AWS_005,2025-01-10,14.6395,121.032,29.7,86.25
QC_AWS_005,2025-01-11,14.6395,121.032,30.5,88.4
QC_AWS_005,2025-01-12,14.6395,121.032,28.1,82.9
QC_AWS_005,2025-01-13,14.6395,121.032,27.9,80.2
QC_AWS_005,2025-01-14,14.6395,121.032,27.7,82.6
QC_AWS_005,2025-01-15,14.6395,121.032,29.2,85.25
QC_AWS_005,2025-01-16,14.6395,121.032,30.4,87.9
QC_AWS_005,2025-01-17,14.6395,121.032,28.6,84.3
QC_AWS_005,2025-01-18,14.6395,121.032,28.200000000000003,79.5
QC_AWS_005,2025-01-19,14.6395,121.032,27.8,81.9
QC_AWS_005,2025-01-20,14.6395,121.032,28.9,84.35
QC_AWS_005,2025-01-21,14.6395,121.032,29.8,86.8
QC_AWS_005,2025-01-22,14.6395,121.032,30.6,88.6
QC_AWS_005,2025-01-23,14.6395,121.032,29.05,83.7
QC_AWS_005,2025-01-24,14.6395,121.032,27.5,80.6
QC_AWS_005,2025-01-25,14.6395,121.032,28.7,83.3
QC_AWS_005,2025-01-26,14.6395,121.032,29.4,86.0
QC_AWS_005,2025-01-27,14.6395,121.032,30.2,87.5
QC_AWS_005,2025-01-28,14.6395,121.032,28.9,82.4
QC_AWS_005,2025-01-29,14.6395,121.032,27.6,79.8
QC_AWS_005,2025-01-30,14.6395,121.032,28.5,84.6
QC_AWS_006,2025-01-01,14.665,121.085,29.0,86.2
QC_AWS_006,2025-01-02,14.665,121.085,28.2,82.85
QC_AWS_006,2025-01-03,14.665,121.085,27.6,79.5
QC_AWS_006,2025-01-04,14.665,121.085,29.0,85.1
QC_AWS_006,2025-01-05,14.665,121.085,30.4,88.8
QC_AWS_006,2025-01-06,14.665,121.085,29.0,84.6
QC_AWS_006,2025-01-07,14.665,121.085,27.5,83.19999999999999
QC_AWS_006,2025-01-08,14.665,121.085,28.4,81.8
QC_AWS_006,2025-01-09,14.665,121.085,29.0,83.5
QC_AWS_006,2025-01-10,14.665,121.085,29.6,87.0
QC_AWS_006,2025-01-11,14.665,121.085,30.1,88.4
QC_AWS_006,2025-01-12,14.665,121.085,28.5,84.15
QC_AWS_006,2025-01-13,14.665,121.085,27.3,79.9
QC_AWS_006,2025-01-14,14.665,121.085,28.8,82.3
QC_AWS_006,2025-01-15,14.665,121.085,29.4,85.7
QC_AWS_006,2025-01-16,14.665,121.085,30.0,87.3
QC_AWS_006,2025-01-17,14.665,121.085,29.2,84.5
QC_AWS_006,2025-01-18,14.665,121.085,27.7,83.35
QC_AWS_006,2025-01-19,14.665,121.085,28.6,82.2
QC_AWS_006,2025-01-20,14.665,121.085,29.1,84.9
QC_AWS_006,2025-01-21,14.665,121.085,29.9,87.6
QC_AWS_006,2025-01-22,14.665,121.085,28.95,88.1
QC_AWS_006,2025-01-23,14.665,121.085,28.0,83.4
QC_AWS_006,2025-01-24,14.665,121.085,27.4,80.7
QC_AWS_006,2025-01-25,14.665,121.085,28.7,83.30000000000001
QC_AWS_006,2025-01-26,14.665,121.085,29.3,85.9
QC_AWS_006,2025-01-27,14.665,121.085,30.0,87.6
QC_AWS_006,2025-01-28,14.665,121.085,28.75,82.5
QC_AWS_006,2025-01-29,14.665,121.085,27.5,80.1
QC_AWS_006,2025-01-30,14.665,121.085,28.4,84.3
QC_AWS_007,2025-01-01,14.715,121.042,27.8,82.8
QC_AWS_007,2025-01-02,14.715,121.042,28.05,84.1
QC_AWS_007,2025-01-03,14.715,121.042,28.3,79.7
QC_AWS_007,2025-01-04,14.715,121.042,29.1,83.95
QC_AWS_007,2025-01-05,14.715,121.042,29.9,88.2
QC_AWS_007,2025-01-06,14.715,121.042,28.6,84.8
QC_AWS_007,2025-01-07,14.715,121.042,27.1,83.35
QC_AWS_007,2025-01-08,14.715,121.042,28.2,81.9
QC_AWS_007,2025-01-09,14.715,121.042,28.85,84.0
QC_AWS_007,2025-01-10,14.715,121.042,29.5,86.6
QC_AWS_007,2025-01-11,14.715,121.042,30.0,88.0
QC_AWS_007,2025-01-12,14.715,121.042,28.2,84.15
QC_AWS_007,2025-01-13,14.715,121.042,27.4,80.3
QC_AWS_007,2025-01-14,14.715,121.042,28.8,82.5
QC_AWS_007,2025-01-15,14.715,121.042,29.450000000000003,85.2
QC_AWS_007,2025-01-16,14.715,121.042,30.1,87.6
QC_AWS_007,2025-01-17,14.715,121.042,28.4,84.2
QC_AWS_007,2025-01-18,14.715,121.042,27.6,83.0
QC_AWS_007,2025-01-19,14.715,121.042,28.5,81.8
QC_AWS_007,2025-01-20,14.715,121.042,29.1,84.4
QC_AWS_007,2025-01-21,14.715,121.042,29.7,86.9
QC_AWS_007,2025-01-22,14.715,121.042,30.2,88.5
QC_AWS_007,2025-01-23,14.715,121.042,28.1,84.4
QC_AWS_007,2025-01-24,14.715,121.042,27.3,80.3
QC_AWS_007,2025-01-25,14.715,121.042,28.7,82.9
QC_AWS_007,2025-01-26,14.715,121.042,29.299999999999997,85.5
QC_AWS_007,2025-01-27,14.715,121.042,29.9,87.2
QC_AWS_007,2025-01-28,14.715,121.042,28.5,83.7
QC_AWS_007,2025-01-29,14.715,121.042,27.2,84.1
QC_AWS_007,2025-01-30,14.715,121.042,28.6,84.5
QC_AWS_008,2025-01-01,14.612,121.065,29.3,87.1
QC_AWS_008,2025-01-02,14.612,121.065,28.4,83.19999999999999
QC_AWS_008,2025-01-03,14.612,121.065,27.7,79.3
QC_AWS_008,2025-01-04,14.612,121.065,29.15,85.6
QC_AWS_008,2025-01-05,14.612,121.065,30.6,89.2
QC_AWS_008,2025-01-06,14.612,121.065,29.2,84.4
QC_AWS_008,2025-01-07,14.612,121.065,27.6,83.2
QC_AWS_008,2025-01-08,14.612,121.065,28.5,82.0
QC_AWS_008,2025-01-09,14.612,121.065,29.15,83.7
QC_AWS_008,2025-01-10,14.612,121.065,29.8,87.3
QC_AWS_008,2025-01-11,14.612,121.065,30.4,88.7
QC_AWS_008,2025-01-12,14.612,121.065,28.6,84.35
QC_AWS_008,2025-01-13,14.612,121.065,27.4,80.0
QC_AWS_008,2025-01-14,14.612,121.065,29.0,82.5
QC_AWS_008,2025-01-15,14.612,121.065,29.6,86.0
QC_AWS_008,2025-01-16,14.612,121.065,30.2,87.6
QC_AWS_008,2025-01-17,14.612,121.065,29.4,84.6
QC_AWS_008,2025-01-18,14.612,121.065,27.8,83.5
QC_AWS_008,2025-01-19,14.612,121.065,28.7,82.4
QC_AWS_008,2025-01-20,14.612,121.065,29.3,85.2
QC_AWS_008,2025-01-21,14.612,121.065,30.1,88.0
QC_AWS_008,2025-01-22,14.612,121.065,29.15,88.4
QC_AWS_008,2025-01-23,14.612,121.065,28.2,83.8
QC_AWS_008,2025-01-24,14.612,121.065,27.5,80.5
QC_AWS_008,2025-01-25,14.612,121.065,28.9,83.3
QC_AWS_008,2025-01-26,14.612,121.065,29.6,86.1
QC_AWS_008,2025-01-27,14.612,121.065,30.3,87.9
QC_AWS_008,2025-01-28,14.612,121.065,28.950000000000003,82.6
QC_AWS_008,2025-01-29,14.612,121.065,27.6,80.2
QC_AWS_008,2025-01-30,14.612,121.065,28.5,84.7
