station_id,date,latitude,longitude,temperature,humidity,lof_score,is_anomaly
QC_AWS_001,2025-01-27,14.651,121.0495,30.0,87.3,-0.9886570073052864,False
QC_AWS_001,2025-01-28,14.651,121.0495,28.1,83.4,-1.0289535248715098,False
QC_AWS_001,2025-01-29,14.651,121.0495,27.4,79.5,-1.0174257571927503,False
QC_AWS_001,2025-01-30,14.651,121.0495,28.7,84.0,-0.9598080166633561,False
QC_AWS_002,2025-01-01,14.676,121.0435,27.9,82.5,-0.9980956777753225,False
QC_AWS_002,2025-01-02,14.676,121.0435,28.3,81.15,-1.0486168837931653,False
QC_AWS_002,2025-01-03,14.676,121.0435,28.9,79.8,-1.5894696933252672,True
QC_AWS_002,2025-01-04,14.676,121.0435,29.5,86.2,-1.0277941692299297,False
QC_AWS_002,2025-01-05,14.676,121.0435,30.1,88.7,-1.0345879644709512,False
QC_AWS_002,2025-01-06,14.676,121.0435,28.7,83.5,-0.9760942764307868,False
QC_AWS_002,2025-01-07,14.676,121.0435,27.2,78.3,-1.3377701506124264,True
QC_AWS_002,2025-01-08,14.676,121.0435,28.049999999999997,81.9,-1.0029137702634476,False
QC_AWS_002,2025-01-09,14.676,121.0435,28.9,84.5,-0.9804274909452225,False
QC_AWS_002,2025-01-10,14.676,121.0435,29.6,86.15,-1.0216310170127163,False
QC_AWS_002,2025-01-11,14.676,121.0435,30.4,87.8,-1.034320846574239,False
QC_AWS_002,2025-01-12,14.676,121.0435,28.2,83.1,-1.0860454874576144,False
QC_AWS_002,2025-01-13,14.676,121.0435,28.0,80.6,-1.019207716902584,False
QC_AWS_002,2025-01-14,14.676,121.0435,27.8,82.4,-1.0105325640890597,False
QC_AWS_002,2025-01-15,14.676,121.0435,29.1,84.80000000000001,-1.0056748364774093,False
QC_AWS_002,2025-01-16,14.676,121.0435,30.2,87.2,-0.9432001968778453,False
QC_AWS_002,2025-01-17,14.676,121.0435,28.5,84.8,-1.0000384982160448,False
QC_AWS_002,2025-01-18,14.676,121.0435,28.05,79.1,-1.0799849826421837,False
QC_AWS_002,2025-01-19,14.676,121.0435,27.6,81.7,-0.9932309365765623,False
QC_AWS_002,2025-01-20,14.676,121.0435,28.8,84.1,-0.9670302645347514,False
QC_AWS_002,2025-01-21,14.676,121.0435,29.7,86.5,-1.0244488445571656,False
QC_AWS_002,2025-01-22,14.676,121.0435,30.5,88.9,-1.1557903622735084,True
QC_AWS_002,2025-01-23,14.676,121.0435,28.95,83.4,-1.0232725359309183,False
QC_AWS_002,2025-01-24,14.676,121.0435,27.4,80.8,-0.9767862170495757,False
QC_AWS_002,2025-01-25,14.676,121.0435,28.6,83.19999999999999,-1.0297424539027644,False
QC_AWS_002,2025-01-26,14.676,121.0435,29.3,85.6,-1.0241052333450702,False
QC_AWS_002,2025-01-27,14.676,121.0435,30.1,87.1,-0.962049258895824,False
QC_AWS_002,2025-01-28,14.676,121.0435,29.0,82.7,-1.0740282732986683,False
QC_AWS_002,2025-01-29,14.676,121.0435,27.9,80.3,-1.0090897135543007,False
QC_AWS_002,2025-01-30,14.676,121.0435,28.4,84.2,-0.9919308339562998,False
QC_AWS_003,2025-01-01,14.628,121.0585,29.2,86.8,-1.0881671033401614,False
QC_AWS_003,2025-01-02,14.628,121.0585,28.6,82.85,-1.003625513936135,False
QC_AWS_003,2025-01-03,14.628,121.0585,27.4,78.9,-1.0504398712990493,False
QC_AWS_003,2025-01-04,14.628,121.0585,28.95,85.3,-1.0121049092249224,False
QC_AWS_003,2025-01-05,14.628,121.0585,30.5,89.1,-1.0961663601454705,True
QC_AWS_003,2025-01-06,14.628,121.0585,29.1,84.2,-0.9776880475230068,False
QC_AWS_003,2025-01-07,14.628,121.0585,27.8,82.85,-1.1264789146260994,True
QC_AWS_003,2025-01-08,14.628,121.0585,28.3,81.5,-1.0486760887844262,False
QC_AWS_003,2025-01-09,14.628,121.0585,29.1,83.8,-0.9705980505396636,False
QC_AWS_003,2025-01-10,14.628,121.0585,29.9,87.2,-0.94072897175213,False
QC_AWS_003,2025-01-11,14.628,121.0585,30.3,88.6,-1.0322135654427682,False
QC_AWS_003,2025-01-12,14.628,121.0585,28.7,84.15,-0.9505793591897858,False
QC_AWS_003,2025-01-13,14.628,121.0585,27.5,79.7,-1.0219706375966076,False
QC_AWS_003,2025-01-14,14.628,121.0585,28.9,82.1,-1.0971105937988097,True
QC_AWS_003,2025-01-15,14.628,121.0585,29.5,85.9,-1.024142233675303,False
QC_AWS_003,2025-01-16,14.628,121.0585,30.1,87.5,-0.9761336861584603,False
QC_AWS_003,2025-01-17,14.628,121.0585,29.4,84.1,-1.0605262823418917,False
QC_AWS_003,2025-01-18,14.628,121.0585,27.9,82.94999999999999,-1.1038373324973503,True
QC_AWS_003,2025-01-19,14.628,121.0585,28.5,81.8,-1.0737455967434475,False
QC_AWS_003,2025-01-20,14.628,121.0585,29.2,84.85,-1.0026619679777222,False
QC_AWS_003,2025-01-21,14.628,121.0585,30.0,87.9,-0.9725711353677232,False
QC_AWS_003,2025-01-22,14.628,121.0585,29.1,88.3,-1.4839927602450589,True
QC_AWS_003,2025-01-23,14.628,121.0585,28.2,83.6,-1.0329573849365379,False
QC_AWS_003,2025-01-24,14.628,121.0585,27.6,80.4,-1.0162074362404756,False
QC_AWS_003,2025-01-25,14.628,121.0585,28.8,83.30000000000001,-0.9754800077495307,False
QC_AWS_003,2025-01-26,14.628,121.0585,29.5,86.2,-1.0310266184889372,False
QC_AWS_003,2025-01-27,14.628,121.0585,30.2,87.8,-0.9951896670716003,False
QC_AWS_003,2025-01-28,14.628,121.0585,28.95,82.3,-1.0863222497033984,False
QC_AWS_003,2025-01-29,14.628,121.0585,27.7,79.9,-1.0219706375966076,False
QC_AWS_003,2025-01-30,14.628,121.0585,28.6,84.5,-0.9842057014437332,False
QC_AWS_004,2025-01-01,14.701,121.068,27.5,81.2,-1.0256605478132432,False
QC_AWS_004,2025-01-02,14.701,121.068,27.8,83.6,-1.1128980190190898,False
QC_AWS_004,2025-01-03,14.701,121.068,28.1,79.4,-1.1188401119735187,False
QC_AWS_004,2025-01-04,14.701,121.068,29.3,83.95,-1.0218561043162813,False
QC_AWS_004,2025-01-05,14.701,121.068,30.0,88.5,-1.015583500923317,False
QC_AWS_004,2025-01-06,14.701,121.068,28.8,84.9,-0.9674959949491999,False
QC_AWS_004,2025-01-07,14.701,121.068,27.3,83.5,-1.1940694710016868,True
QC_AWS_004,2025-01-08,14.701,121.068,28.5,82.1,-1.06180346087372,False
QC_AWS_004,2025-01-09,14.701,121.068,29.15,84.3,-0.9904624066610437,False
QC_AWS_004,2025-01-10,14.701,121.068,29.8,86.9,-1.002138626156046,False
QC_AWS_004,2025-01-11,14.701,121.068,30.2,88.2,-1.0196514263660512,False
QC_AWS_004,2025-01-12,14.701,121.068,28.4,84.15,-0.9928277307023732,False
QC_AWS_004,2025-01-13,14.701,121.068,27.6,80.1,-1.0896172650468023,False
QC_AWS_004,2025-01-14,14.701,121.068,29.0,82.7,-1.05264381508486,False
QC_AWS_004,2025-01-15,14.701,121.068,29.65,85.4,-1.0975613451995818,False
QC_AWS_004,2025-01-16,14.701,121.068,30.3,87.8,-1.0208869802531348,False
QC_AWS_004,2025-01-17,14.701,121.068,28.6,84.4,-0.969892379516035,False
QC_AWS_004,2025-01-18,14.701,121.068,27.8,83.2,-1.073203349596985,False
QC_AWS_004,2025-01-19,14.701,121.068,28.7,82.0,-1.0947861060653632,False
QC_AWS_004,2025-01-20,14.701,121.068,29.299999999999997,84.6,-1.0321575349650431,False
QC_AWS_004,2025-01-21,14.701,121.068,29.9,87.1,-0.9703728411149297,False
QC_AWS_004,2025-01-22,14.701,121.068,30.4,88.7,-1.1045729707669272,False
QC_AWS_004,2025-01-23,14.701,121.068,28.3,84.6,-1.0518513610665783,False
QC_AWS_004,2025-01-24,14.701,121.068,27.5,80.5,-1.0845437434745104,False
QC_AWS_004,2025-01-25,14.701,121.068,28.9,83.1,-1.0013813598528052,False
QC_AWS_004,2025-01-26,14.701,121.068,29.5,85.7,-1.0653029156992033,False
QC_AWS_004,2025-01-27,14.701,121.068,30.1,87.4,-0.9610789395783979,False
QC_AWS_004,2025-01-28,14.701,121.068,28.7,83.9,-0.9538318543698905,False
QC_AWS_004,2025-01-29,14.701,121.068,27.4,84.35,-1.2990579966827354,True
QC_AWS_004,2025-01-30,14.701,121.068,28.8,84.8,-0.9650884797253315,False
QC_AWS_005,2025-01-01,14.6395,121.032,28.8,84.5,-0.9946836919220523,False
QC_AWS_005,2025-01-02,14.6395,121.032,27.9,81.85,-1.0229427103861843,False
QC_AWS_005,2025-01-03,14.6395,121.032,28.65,79.2,-1.4836943997387808,True
QC_AWS_005,2025-01-04,14.6395,121.032,29.4,85.8,-1.011737347032109,False
QC_AWS_005,2025-01-05,14.6395,121.032,30.3,89.0,-1.0420303623892628,False
QC_AWS_005,2025-01-06,14.6395,121.032,28.5,83.8,-0.9794187656622162,False
QC_AWS_005,2025-01-07,14.6395,121.032,27.4,78.6,-1.1129144954991148,True
QC_AWS_005,2025-01-08,14.6395,121.032,28.25,81.3,-1.0406288380173825,False
QC_AWS_005,2025-01-09,14.6395,121.032,29.1,84.1,-0.9955667763755669,False
QC_AWS_005,2025-01-10,14.6395,121.032,29.7,86.25,-1.0158031154942975,False
QC_AWS_005,2025-01-11,14.6395,121.032,30.5,88.4,-1.0282417684626872,False
QC_AWS_005,2025-01-12,14.6395,121.032,28.1,82.9,-1.0552861171888996,False
QC_AWS_005,2025-01-13,14.6395,121.032,27.9,80.2,-0.9880350739349903,False
QC_AWS_005,2025-01-14,14.6395,121.032,27.7,82.6,-1.0972267913272542,False
QC_AWS_005,2025-01-15,14.6395,121.032,29.2,85.25,-1.018089025168163,False
QC_AWS_005,2025-01-16,14.6395,121.032,30.4,87.9,-0.9964332541791674,False
QC_AWS_005,2025-01-17,14.6395,121.032,28.6,84.3,-0.9907280780404477,False
QC_AWS_005,2025-01-18,14.6395,121.032,28.200000000000003,79.5,-1.0744714183716835,False
QC_AWS_005,2025-01-19,14.6395,121.032,27.8,81.9,-1.0304295552871916,False
QC_AWS_005,2025-01-20,14.6395,121.032,28.9,84.35,-0.9612373697305496,False
QC_AWS_005,2025-01-21,14.6395,121.032,29.8,86.8,-1.0151175815030395,False
QC_AWS_005,2025-01-22,14.6395,121.032,30.6,88.6,-1.086118775863921,False
QC_AWS_005,2025-01-23,14.6395,121.032,29.05,83.7,-0.9897001286548989,False
QC_AWS_005,2025-01-24,14.6395,121.032,27.5,80.6,-0.9468528840737891,False
QC_AWS_005,2025-01-25,14.6395,121.032,28.7,83.3,-0.9679960671141054,False
QC_AWS_005,2025-01-26,14.6395,121.032,29.4,86.0,-1.0115306010445926,False
QC_AWS_005,2025-01-27,14.6395,121.032,30.2,87.5,-0.9685140284502965,False
QC_AWS_005,2025-01-28,14.6395,121.032,28.9,82.4,-1.0454505424489509,False
QC_AWS_005,2025-01-29,14.6395,121.032,27.6,79.8,-0.9976707423267863,False
QC_AWS_005,2025-01-30,14.6395,121.032,28.5,84.6,-1.0028948448811017,False
QC_AWS_006,2025-01-01,14.665,121.085,29.0,86.2,-1.1334315293128245,False
QC_AWS_006,2025-01-02,14.665,121.085,28.2,82.85,-1.0344374279636313,False
QC_AWS_006,2025-01-03,14.665,121.085,27.6,79.5,-1.0328063311807798,False
QC_AWS_006,2025-01-04,14.665,121.085,29.0,85.1,-1.020098620359441,False
QC_AWS_006,2025-01-05,14.665,121.085,30.4,88.8,-1.1070798710299463,False
QC_AWS_006,2025-01-06,14.665,121.085,29.0,84.6,-0.9861346776463652,False
QC_AWS_006,2025-01-07,14.665,121.085,27.5,83.19999999999999,-1.1733660918567217,True
QC_AWS_006,2025-01-08,14.665,121.085,28.4,81.8,-1.0886774925331104,False
QC_AWS_006,2025-01-09,14.665,121.085,29.0,83.5,-0.9741741103450205,False
QC_AWS_006,2025-01-10,14.665,121.085,29.6,87.0,-0.9886431717642317,False
QC_AWS_006,2025-01-11,14.665,121.085,30.1,88.4,-1.0214246032662655,False
QC_AWS_006,2025-01-12,14.665,121.085,28.5,84.15,-0.9837121728607207,False
QC_AWS_006,2025-01-13,14.665,121.085,27.3,79.9,-1.0238349105967817,False
QC_AWS_006,2025-01-14,14.665,121.085,28.8,82.3,-1.09070918439705,False
QC_AWS_006,2025-01-15,14.665,121.085,29.4,85.7,-1.0443928464052448,False
QC_AWS_006,2025-01-16,14.665,121.085,30.0,87.3,-0.9722913265079581,False
QC_AWS_006,2025-01-17,14.665,121.085,29.2,84.5,-1.0125510346848512,False
QC_AWS_006,2025-01-18,14.665,121.085,27.7,83.35,-1.1619653726066321,True
QC_AWS_006,2025-01-19,14.665,121.085,28.6,82.2,-1.0457643478669867,False
QC_AWS_006,2025-01-20,14.665,121.085,29.1,84.9,-1.0228758937062166,False
QC_AWS_006,2025-01-21,14.665,121.085,29.9,87.6,-0.9702711389636901,False
QC_AWS_006,2025-01-22,14.665,121.085,28.95,88.1,-1.6986746362150265,True
QC_AWS_006,2025-01-23,14.665,121.085,28.0,83.4,-1.0761901384367938,False
QC_AWS_006,2025-01-24,14.665,121.085,27.4,80.7,-1.0130290599604783,False
QC_AWS_006,2025-01-25,14.665,121.085,28.7,83.30000000000001,-0.971231343393422,False
QC_AWS_006,2025-01-26,14.665,121.085,29.3,85.9,-1.0595699847984124,False
QC_AWS_006,2025-01-27,14.665,121.085,30.0,87.6,-0.9768624287701817,False
QC_AWS_006,2025-01-28,14.665,121.085,28.75,82.5,-1.0609467902578282,False
QC_AWS_006,2025-01-29,14.665,121.085,27.5,80.1,-1.023575669477501,False
QC_AWS_006,2025-01-30,14.665,121.085,28.4,84.3,-0.9872595933172998,False
QC_AWS_007,2025-01-01,14.715,121.042,27.8,82.8,-1.0767036603842541,False
QC_AWS_007,2025-01-02,14.715,121.042,28.05,84.1,-1.050575984134155,False
QC_AWS_007,2025-01-03,14.715,121.042,28.3,79.7,-1.1207883923562618,False
QC_AWS_007,2025-01-04,14.715,121.042,29.1,83.95,-0.9954870092448603,False
QC_AWS_007,2025-01-05,14.715,121.042,29.9,88.2,-1.0261601718223818,False
QC_AWS_007,2025-01-06,14.715,121.042,28.6,84.8,-0.9759614824117362,False
QC_AWS_007,2025-01-07,14.715,121.042,27.1,83.35,-1.193213423393085,True
QC_AWS_007,2025-01-08,14.715,121.042,28.2,81.9,-1.0418685631089222,False
QC_AWS_007,2025-01-09,14.715,121.042,28.85,84.0,-0.9619059505958447,False
QC_AWS_007,2025-01-10,14.715,121.042,29.5,86.6,-0.98013952643348,False
QC_AWS_007,2025-01-11,14.715,121.042,30.0,88.0,-1.0269717316144447,False
QC_AWS_007,2025-01-12,14.715,121.042,28.2,84.15,-1.0132963276261058,False
QC_AWS_007,2025-01-13,14.715,121.042,27.4,80.3,-1.1144502838905794,False
QC_AWS_007,2025-01-14,14.715,121.042,28.8,82.5,-1.055466415330994,False
QC_AWS_007,2025-01-15,14.715,121.042,29.450000000000003,85.2,-1.0855051159895028,False
QC_AWS_007,2025-01-16,14.715,121.042,30.1,87.6,-1.0296892120607075,False
QC_AWS_007,2025-01-17,14.715,121.042,28.4,84.2,-0.971542300981255,False
QC_AWS_007,2025-01-18,14.715,121.042,27.6,83.0,-1.0833430686229841,False
QC_AWS_007,2025-01-19,14.715,121.042,28.5,81.8,-1.0906307927072563,False
QC_AWS_007,2025-01-20,14.715,121.042,29.1,84.4,-0.99312703869153,False
QC_AWS_007,2025-01-21,14.715,121.042,29.7,86.9,-0.9773697123658973,False
QC_AWS_007,2025-01-22,14.715,121.042,30.2,88.5,-1.0514468790688307,False
QC_AWS_007,2025-01-23,14.715,121.042,28.1,84.4,-1.045128217523383,False
QC_AWS_007,2025-01-24,14.715,121.042,27.3,80.3,-1.1345782407976377,False
QC_AWS_007,2025-01-25,14.715,121.042,28.7,82.9,-0.9986354042171005,False
QC_AWS_007,2025-01-26,14.715,121.042,29.299999999999997,85.5,-1.0808987666837997,False
QC_AWS_007,2025-01-27,14.715,121.042,29.9,87.2,-0.9978848682814283,False
QC_AWS_007,2025-01-28,14.715,121.042,28.5,83.7,-0.9736608149133394,False
QC_AWS_007,2025-01-29,14.715,121.042,27.2,84.1,-1.3512484581264605,True
QC_AWS_007,2025-01-30,14.715,121.042,28.6,84.5,-0.9691205169931004,False
QC_AWS_008,2025-01-01,14.612,121.065,29.3,87.1,-1.0876653557658638,False
QC_AWS_008,2025-01-02,14.612,121.065,28.4,83.19999999999999,-0.9694826532367987,False
QC_AWS_008,2025-01-03,14.612,121.065,27.7,79.3,-1.0304687531922005,False
QC_AWS_008,2025-01-04,14.612,121.065,29.15,85.6,-1.0232847228125537,False
QC_AWS_008,2025-01-05,14.612,121.065,30.6,89.2,-1.1553666510298195,True
QC_AWS_008,2025-01-06,14.612,121.065,29.2,84.4,-0.9887028198387059,False
QC_AWS_008,2025-01-07,14.612,121.065,27.6,83.2,-1.2364222964726739,True
QC_AWS_008,2025-01-08,14.612,121.065,28.5,82.0,-1.04895361680264,False
QC_AWS_008,2025-01-09,14.612,121.065,29.15,83.7,-0.9872032104021295,False
QC_AWS_008,2025-01-10,14.612,121.065,29.8,87.3,-0.9484309449549961,False
QC_AWS_008,2025-01-11,14.612,121.065,30.4,88.7,-1.0418288300648693,False
QC_AWS_008,2025-01-12,14.612,121.065,28.6,84.35,-0.977111563371657,False
QC_AWS_008,2025-01-13,14.612,121.065,27.4,80.0,-1.0245178571879656,False
QC_AWS_008,2025-01-14,14.612,121.065,29.0,82.5,-1.0613514838395532,False
QC_AWS_008,2025-01-15,14.612,121.065,29.6,86.0,-1.0279620355875987,False
QC_AWS_008,2025-01-16,14.612,121.065,30.2,87.6,-0.9951896670716003,False
QC_AWS_008,2025-01-17,14.612,121.065,29.4,84.6,-1.0253946951716981,False
QC_AWS_008,2025-01-18,14.612,121.065,27.8,83.5,-1.1686119669176702,True
QC_AWS_008,2025-01-19,14.612,121.065,28.7,82.4,-1.0359699916908776,False
QC_AWS_008,2025-01-20,14.612,121.065,29.3,85.2,-1.015110855834407,False
QC_AWS_008,2025-01-21,14.612,121.065,30.1,88.0,-0.9938280112939525,False
QC_AWS_008,2025-01-22,14.612,121.065,29.15,88.4,-1.477626588134245,True
QC_AWS_008,2025-01-23,14.612,121.065,28.2,83.8,-1.0429452986568133,False
QC_AWS_008,2025-01-24,14.612,121.065,27.5,80.5,-1.0131465950894893,False
QC_AWS_008,2025-01-25,14.612,121.065,28.9,83.3,-0.992261808253087,False
QC_AWS_008,2025-01-26,14.612,121.065,29.6,86.1,-1.0238396056040964,False
QC_AWS_008,2025-01-27,14.612,121.065,30.3,87.9,-1.0324917556252597,False
QC_AWS_008,2025-01-28,14.612,121.065,28.950000000000003,82.6,-1.0610328231926205,False
QC_AWS_008,2025-01-29,14.612,121.065,27.6,80.2,-1.0198655203913065,False
QC_AWS_008,2025-01-30,14.612,121.065,28.5,84.7,-0.9944006644253942,False
